,Year,Quarter,Month,DayofMonth,FlightDate,Flight_Number_Reporting_Airline,OriginAirportID,DayOfWeek,Origin,OriginCityName,OriginState,Dest,DestCityName,DestState,DepTime,Flights,DepDelay,ArrDelay,ArrTime,DepTimeBlk,ArrTimeBlk
919422,2019,2,5,18,2019-05-18,825,14679,6,SAN,"San Diego, CA",CA,SJC,"San Jose, CA",CA,0610,1.00,-5.00,2.00,0747,0600-0659,0700-0759
919423,2019,2,5,18,2019-05-18,826,14831,6,SJC,"San Jose, CA",CA,SAN,"San Diego, CA",CA,1254,1.00,-6.00,-13.00,1412,1300-1359,1400-1459
919424,2019,2,5,18,2019-05-18,829,14679,6,SAN,"San Diego, CA",CA,OGG,"Kahului, HI",HI,0646,1.00,-9.00,-1.00,0959,0600-0659,1000-1059
919425,2019,2,5,18,2019-05-18,854,13830,6,OGG,"Kahului, HI",HI,SAN,"San Diego, CA",CA,1438,1.00,-7.00,-21.00,2244,1400-1459,2300-2359
919426,2019,2,5,18,2019-05-18,881,14679,6,SAN,"San Diego, CA",CA,SJC,"San Jose, CA",CA,1028,1.00,-7.00,-12.00,1153,1000-1059,1200-1259
919427,2019,2,5,18,2019-05-18,882,14831,6,SJC,"San Jose, CA",CA,SAN,"San Diego, CA",CA,2042,1.00,-13.00,-25.00,2155,2000-2059,2200-2259
919428,2019,2,5,18,2019-05-18,892,12173,6,HNL,"Honolulu, HI",HI,SAN,"San Diego, CA",CA,1256,1.00,1.00,-9.00,2126,1200-1259,2100-2159
919429,2019,2,5,18,2019-05-18,895,14679,6,SAN,"San Diego, CA",CA,HNL,"Honolulu, HI",HI,1056,1.00,16.00,19.00,1414,1000-1059,1300-1359
919430,2019,2,5,18,2019-05-18,914,14747,6,SEA,"Seattle, WA",WA,SAN,"San Diego, CA",CA,1156,1.00,-4.00,-11.00,1434,1200-1259,1400-1459
919431,2019,2,5,18,2019-05-18,1104,14831,6,SJC,"San Jose, CA",CA,SAN,"San Diego, CA",CA,0826,1.00,6.00,3.00,0948,0800-0859,0900-0959
919432,2019,2,5,18,2019-05-18,1105,14679,6,SAN,"San Diego, CA",CA,SJC,"San Jose, CA",CA,2026,1.00,-14.00,-17.00,2153,2000-2059,2200-2259
919433,2019,2,5,18,2019-05-18,1137,14679,6,SAN,"San Diego, CA",CA,SEA,"Seattle, WA",WA,1338,1.00,-2.00,-19.00,1621,1300-1359,1600-1659
919434,2019,2,5,18,2019-05-18,1139,14679,6,SAN,"San Diego, CA",CA,SEA,"Seattle, WA",WA,1929,1.00,4.00,-11.00,2214,1900-1959,2200-2259
919435,2019,2,5,18,2019-05-18,1142,13487,6,MSP,"Minneapolis, MN",MN,SAN,"San Diego, CA",CA,1715,1.00,-20.00,-18.00,1927,1700-1759,1900-1959
919436,2019,2,5,18,2019-05-18,1143,14679,6,SAN,"San Diego, CA",CA,MSP,"Minneapolis, MN",MN,1049,1.00,-6.00,-28.00,1617,1000-1059,1600-1659
919437,2019,2,5,18,2019-05-18,1174,14747,6,SEA,"Seattle, WA",WA,SAN,"San Diego, CA",CA,1544,1.00,4.00,11.00,1836,1500-1559,1800-1859
919438,2019,2,5,18,2019-05-18,1176,14747,6,SEA,"Seattle, WA",WA,SAN,"San Diego, CA",CA,0958,1.00,-7.00,-3.00,1247,1000-1059,1200-1259
919439,2019,2,5,18,2019-05-18,1229,14679,6,SAN,"San Diego, CA",CA,SEA,"Seattle, WA",WA,1731,1.00,1.00,-18.00,2012,1700-1759,2000-2059
919440,2019,2,5,18,2019-05-18,1266,14747,6,SEA,"Seattle, WA",WA,SAN,"San Diego, CA",CA,0806,1.00,16.00,13.00,1048,0700-0759,1000-1059
919441,2019,2,5,18,2019-05-18,1278,14057,6,PDX,"Portland, OR",OR,SAN,"San Diego, CA",CA,0737,1.00,-3.00,-10.00,0955,0700-0759,1000-1059
919442,2019,2,5,18,2019-05-18,1372,14747,6,SEA,"Seattle, WA",WA,SAN,"San Diego, CA",CA,1340,1.00,-5.00,12.00,1642,1300-1359,1600-1659
919443,2019,2,5,18,2019-05-18,1415,14679,6,SAN,"San Diego, CA",CA,SEA,"Seattle, WA",WA,1140,1.00,5.00,-12.00,1423,1100-1159,1400-1459
919444,2019,2,5,18,2019-05-18,1603,14679,6,SAN,"San Diego, CA",CA,PDX,"Portland, OR",OR,1834,1.00,24.00,7.00,2052,1800-1859,2000-2059
919445,2019,2,5,18,2019-05-18,1950,14771,6,SFO,"San Francisco, CA",CA,SAN,"San Diego, CA",CA,0551,1.00,-9.00,-21.00,0714,0600-0659,0700-0759
919446,2019,2,5,18,2019-05-18,1953,14679,6,SAN,"San Diego, CA",CA,SFO,"San Francisco, CA",CA,0858,1.00,-2.00,-9.00,1031,0900-0959,1000-1059
919447,2019,2,5,18,2019-05-18,1954,14771,6,SFO,"San Francisco, CA",CA,SAN,"San Diego, CA",CA,1226,1.00,46.00,57.00,1412,1100-1159,1300-1359
919448,2019,2,5,18,2019-05-18,1959,14679,6,SAN,"San Diego, CA",CA,SFO,"San Francisco, CA",CA,1508,1.00,63.00,74.00,1654,1400-1459,1500-1559
919449,2019,2,5,18,2019-05-18,1962,14771,6,SFO,"San Francisco, CA",CA,SAN,"San Diego, CA",CA,1853,1.00,23.00,4.00,2009,1800-1859,2000-2059
919450,2019,2,5,18,2019-05-18,1963,14679,6,SAN,"San Diego, CA",CA,SFO,"San Francisco, CA",CA,1804,1.00,-6.00,-1.00,1944,1800-1859,1900-1959
919451,2019,2,5,19,2019-05-19,115,14679,7,SAN,"San Diego, CA",CA,LIH,"Lihue, HI",HI,0900,1.00,0.00,-14.00,1216,0900-0959,1200-1259
919452,2019,2,5,19,2019-05-19,142,14747,7,SEA,"Seattle, WA",WA,SAN,"San Diego, CA",CA,2002,1.00,-3.00,-17.00,2233,2000-2059,2200-2259
919453,2019,2,5,19,2019-05-19,225,14679,7,SAN,"San Diego, CA",CA,SEA,"Seattle, WA",WA,1744,1.00,14.00,5.00,2035,1700-1759,2000-2059
919454,2019,2,5,19,2019-05-19,325,10423,7,AUS,"Austin, TX",TX,SAN,"San Diego, CA",CA,1543,1.00,28.00,29.00,1649,1500-1559,1600-1659
919455,2019,2,5,19,2019-05-19,338,14057,7,PDX,"Portland, OR",OR,SAN,"San Diego, CA",CA,1836,1.00,-4.00,-3.00,2102,1800-1859,2100-2159
919456,2019,2,5,19,2019-05-19,339,13204,7,MCO,"Orlando, FL",FL,SAN,"San Diego, CA",CA,1817,1.00,-3.00,6.00,2036,1800-1859,2000-2059
919457,2019,2,5,19,2019-05-19,377,10821,7,BWI,"Baltimore, MD",MD,SAN,"San Diego, CA",CA,0610,1.00,-5.00,28.00,0913,0600-0659,0800-0859
919458,2019,2,5,19,2019-05-19,378,14679,7,SAN,"San Diego, CA",CA,BWI,"Baltimore, MD",MD,2223,1.00,-2.00,-1.00,0629,2200-2259,0600-0659
919459,2019,2,5,19,2019-05-19,436,14747,7,SEA,"Seattle, WA",WA,SAN,"San Diego, CA",CA,1918,1.00,28.00,11.00,2146,1800-1859,2100-2159
919460,2019,2,5,19,2019-05-19,472,14747,7,SEA,"Seattle, WA",WA,SAN,"San Diego, CA",CA,1351,1.00,6.00,12.00,1642,1300-1359,1600-1659
919461,2019,2,5,19,2019-05-19,481,14679,7,SAN,"San Diego, CA",CA,SEA,"Seattle, WA",WA,0938,1.00,23.00,16.00,1231,0900-0959,1200-1259
919462,2019,2,5,19,2019-05-19,499,14679,7,SAN,"San Diego, CA",CA,SEA,"Seattle, WA",WA,0619,1.00,4.00,-11.00,0904,0600-0659,0900-0959
919463,2019,2,5,19,2019-05-19,571,14679,7,SAN,"San Diego, CA",CA,PDX,"Portland, OR",OR,1548,1.00,-2.00,-17.00,1808,1500-1559,1800-1859
919464,2019,2,5,19,2019-05-19,572,14057,7,PDX,"Portland, OR",OR,SAN,"San Diego, CA",CA,1216,1.00,21.00,24.00,1444,1100-1159,1400-1459
919465,2019,2,5,19,2019-05-19,599,14679,7,SAN,"San Diego, CA",CA,PDX,"Portland, OR",OR,0718,1.00,18.00,31.00,1006,0700-0759,0900-0959
919466,2019,2,5,19,2019-05-19,602,14679,7,SAN,"San Diego, CA",CA,AUS,"Austin, TX",TX,0919,1.00,-6.00,-24.00,1351,0900-0959,1400-1459
919467,2019,2,5,19,2019-05-19,603,14893,7,SMF,"Sacramento, CA",CA,SAN,"San Diego, CA",CA,1954,1.00,-1.00,-5.00,2120,1900-1959,2100-2159
919468,2019,2,5,19,2019-05-19,604,14679,7,SAN,"San Diego, CA",CA,SMF,"Sacramento, CA",CA,1735,1.00,15.00,10.00,1910,1700-1759,1900-1959
919469,2019,2,5,19,2019-05-19,760,14679,7,SAN,"San Diego, CA",CA,MCO,"Orlando, FL",FL,1008,1.00,23.00,3.00,1738,0900-0959,1700-1759
919470,2019,2,5,19,2019-05-19,769,10721,7,BOS,"Boston, MA",MA,SAN,"San Diego, CA",CA,1930,1.00,0.00,14.00,2309,1900-1959,2200-2259
919471,2019,2,5,19,2019-05-19,772,14679,7,SAN,"San Diego, CA",CA,EWR,"Newark, NJ",NJ,0706,1.00,36.00,17.00,1507,0600-0659,1400-1459
919472,2019,2,5,19,2019-05-19,773,11618,7,EWR,"Newark, NJ",NJ,SAN,"San Diego, CA",CA,1632,1.00,2.00,9.00,1949,1600-1659,1900-1959
919473,2019,2,5,19,2019-05-19,798,14679,7,SAN,"San Diego, CA",CA,BOS,"Boston, MA",MA,0923,1.00,-12.00,11.00,1831,0900-0959,1800-1859
919474,2019,2,5,19,2019-05-19,825,14679,7,SAN,"San Diego, CA",CA,SJC,"San Jose, CA",CA,0623,1.00,8.00,11.00,0756,0600-0659,0700-0759
919475,2019,2,5,19,2019-05-19,826,14831,7,SJC,"San Jose, CA",CA,SAN,"San Diego, CA",CA,1233,1.00,-7.00,-9.00,1356,1200-1259,1400-1459
919476,2019,2,5,19,2019-05-19,829,14679,7,SAN,"San Diego, CA",CA,OGG,"Kahului, HI",HI,0647,1.00,-8.00,-21.00,0939,0600-0659,1000-1059
919477,2019,2,5,19,2019-05-19,854,13830,7,OGG,"Kahului, HI",HI,SAN,"San Diego, CA",CA,1438,1.00,-7.00,-8.00,2257,1400-1459,2300-2359
919478,2019,2,5,19,2019-05-19,858,12982,7,LIH,"Lihue, HI",HI,SAN,"San Diego, CA",CA,1159,1.00,-11.00,-14.00,2031,1200-1259,2000-2059
919479,2019,2,5,19,2019-05-19,881,14679,7,SAN,"San Diego, CA",CA,SJC,"San Jose, CA",CA,1102,1.00,27.00,39.00,1244,1000-1059,1200-1259
919480,2019,2,5,19,2019-05-19,882,14831,7,SJC,"San Jose, CA",CA,SAN,"San Diego, CA",CA,2111,1.00,16.00,6.00,2226,2000-2059,2200-2259
919481,2019,2,5,19,2019-05-19,892,12173,7,HNL,"Honolulu, HI",HI,SAN,"San Diego, CA",CA,1246,1.00,-9.00,-9.00,2126,1200-1259,2100-2159
919482,2019,2,5,19,2019-05-19,895,14679,7,SAN,"San Diego, CA",CA,HNL,"Honolulu, HI",HI,1042,1.00,2.00,-8.00,1347,1000-1059,1300-1359
919483,2019,2,5,19,2019-05-19,935,14679,7,SAN,"San Diego, CA",CA,SEA,"Seattle, WA",WA,2055,1.00,0.00,-7.00,2348,2000-2059,2300-2359
919484,2019,2,5,19,2019-05-19,1104,14831,7,SJC,"San Jose, CA",CA,SAN,"San Diego, CA",CA,0836,1.00,16.00,4.00,0949,0800-0859,0900-0959
919485,2019,2,5,19,2019-05-19,1105,14679,7,SAN,"San Diego, CA",CA,SJC,"San Jose, CA",CA,2042,1.00,2.00,5.00,2215,2000-2059,2200-2259
919486,2019,2,5,19,2019-05-19,1137,14679,7,SAN,"San Diego, CA",CA,SEA,"Seattle, WA",WA,1355,1.00,15.00,18.00,1658,1300-1359,1600-1659
919487,2019,2,5,19,2019-05-19,1139,14679,7,SAN,"San Diego, CA",CA,SEA,"Seattle, WA",WA,1918,1.00,-7.00,-15.00,2210,1900-1959,2200-2259
919488,2019,2,5,19,2019-05-19,1142,13487,7,MSP,"Minneapolis, MN",MN,SAN,"San Diego, CA",CA,1717,1.00,-18.00,-19.00,1926,1700-1759,1900-1959
919489,2019,2,5,19,2019-05-19,1143,14679,7,SAN,"San Diego, CA",CA,MSP,"Minneapolis, MN",MN,1057,1.00,2.00,-23.00,1622,1000-1059,1600-1659
919490,2019,2,5,19,2019-05-19,1174,14747,7,SEA,"Seattle, WA",WA,SAN,"San Diego, CA",CA,1536,1.00,-4.00,-7.00,1818,1500-1559,1800-1859
919491,2019,2,5,19,2019-05-19,1176,14747,7,SEA,"Seattle, WA",WA,SAN,"San Diego, CA",CA,1001,1.00,-4.00,17.00,1307,1000-1059,1200-1259
919492,2019,2,5,19,2019-05-19,1266,14747,7,SEA,"Seattle, WA",WA,SAN,"San Diego, CA",CA,0751,1.00,1.00,0.00,1035,0700-0759,1000-1059
919493,2019,2,5,19,2019-05-19,1278,14057,7,PDX,"Portland, OR",OR,SAN,"San Diego, CA",CA,0732,1.00,-8.00,-6.00,0959,0700-0759,1000-1059
919494,2019,2,5,19,2019-05-19,1415,14679,7,SAN,"San Diego, CA",CA,SEA,"Seattle, WA",WA,1138,1.00,3.00,-3.00,1432,1100-1159,1400-1459
919495,2019,2,5,19,2019-05-19,1603,14679,7,SAN,"San Diego, CA",CA,PDX,"Portland, OR",OR,1854,1.00,44.00,38.00,2123,1800-1859,2000-2059
919496,2019,2,5,19,2019-05-19,1950,14771,7,SFO,"San Francisco, CA",CA,SAN,"San Diego, CA",CA,0552,1.00,-8.00,-21.00,0714,0600-0659,0700-0759
919497,2019,2,5,19,2019-05-19,1951,14679,7,SAN,"San Diego, CA",CA,SFO,"San Francisco, CA",CA,0634,1.00,-1.00,9.00,0824,0600-0659,0800-0859
919498,2019,2,5,19,2019-05-19,1952,14771,7,SFO,"San Francisco, CA",CA,SAN,"San Diego, CA",CA,0845,1.00,0.00,10.00,1030,0800-0859,1000-1059
919499,2019,2,5,19,2019-05-19,1953,14679,7,SAN,"San Diego, CA",CA,SFO,"San Francisco, CA",CA,0902,1.00,2.00,-3.00,1037,0900-0959,1000-1059
919500,2019,2,5,19,2019-05-19,1954,14771,7,SFO,"San Francisco, CA",CA,SAN,"San Diego, CA",CA,1133,1.00,-7.00,-9.00,1306,1100-1159,1300-1359
919501,2019,2,5,19,2019-05-19,1957,14679,7,SAN,"San Diego, CA",CA,SFO,"San Francisco, CA",CA,1150,1.00,20.00,22.00,1332,1100-1159,1300-1359
919502,2019,2,5,19,2019-05-19,1958,14771,7,SFO,"San Francisco, CA",CA,SAN,"San Diego, CA",CA,1500,1.00,0.00,12.00,1647,1500-1559,1600-1659
919503,2019,2,5,19,2019-05-19,1959,14679,7,SAN,"San Diego, CA",CA,SFO,"San Francisco, CA",CA,1357,1.00,-8.00,-6.00,1534,1400-1459,1500-1559
919504,2019,2,5,19,2019-05-19,1962,14771,7,SFO,"San Francisco, CA",CA,SAN,"San Diego, CA",CA,1832,1.00,2.00,-6.00,1959,1800-1859,2000-2059
919505,2019,2,5,19,2019-05-19,1963,14679,7,SAN,"San Diego, CA",CA,SFO,"San Francisco, CA",CA,1745,1.00,5.00,-2.00,1913,1700-1759,1900-1959
919506,2019,2,5,19,2019-05-19,1964,14771,7,SFO,"San Francisco, CA",CA,SAN,"San Diego, CA",CA,2136,1.00,-4.00,-14.00,2301,2100-2159,2300-2359
919507,2019,2,5,19,2019-05-19,1969,14679,7,SAN,"San Diego, CA",CA,SFO,"San Francisco, CA",CA,2230,1.00,100.00,97.00,0002,2000-2059,2200-2259
919508,2019,2,5,20,2019-05-20,115,14679,1,SAN,"San Diego, CA",CA,LIH,"Lihue, HI",HI,0850,1.00,-10.00,-27.00,1203,0900-0959,1200-1259
919509,2019,2,5,20,2019-05-20,142,14747,1,SEA,"Seattle, WA",WA,SAN,"San Diego, CA",CA,2011,1.00,6.00,-22.00,2228,2000-2059,2200-2259
919510,2019,2,5,20,2019-05-20,225,14679,1,SAN,"San Diego, CA",CA,SEA,"Seattle, WA",WA,1819,1.00,49.00,84.00,2154,1700-1759,2000-2059
919511,2019,2,5,20,2019-05-20,325,10423,1,AUS,"Austin, TX",TX,SAN,"San Diego, CA",CA,1512,1.00,-3.00,-3.00,1617,1500-1559,1600-1659
919512,2019,2,5,20,2019-05-20,338,14057,1,PDX,"Portland, OR",OR,SAN,"San Diego, CA",CA,1854,1.00,14.00,21.00,2126,1800-1859,2100-2159
919513,2019,2,5,20,2019-05-20,339,13204,1,MCO,"Orlando, FL",FL,SAN,"San Diego, CA",CA,1811,1.00,-9.00,-11.00,2019,1800-1859,2000-2059
919514,2019,2,5,20,2019-05-20,377,10821,1,BWI,"Baltimore, MD",MD,SAN,"San Diego, CA",CA,0616,1.00,1.00,20.00,0905,0600-0659,0800-0859
919515,2019,2,5,20,2019-05-20,378,14679,1,SAN,"San Diego, CA",CA,BWI,"Baltimore, MD",MD,2228,1.00,3.00,41.00,0711,2200-2259,0600-0659
919516,2019,2,5,20,2019-05-20,380,14747,1,SEA,"Seattle, WA",WA,SAN,"San Diego, CA",CA,0601,1.00,1.00,-29.00,0816,0600-0659,0800-0859
919517,2019,2,5,20,2019-05-20,436,14747,1,SEA,"Seattle, WA",WA,SAN,"San Diego, CA",CA,1842,1.00,-8.00,0.00,2135,1800-1859,2100-2159
919518,2019,2,5,20,2019-05-20,461,14679,1,SAN,"San Diego, CA",CA,SEA,"Seattle, WA",WA,1516,1.00,-4.00,11.00,1831,1500-1559,1800-1859
919519,2019,2,5,20,2019-05-20,471,14679,1,SAN,"San Diego, CA",CA,SEA,"Seattle, WA",WA,0759,1.00,-1.00,11.00,1111,0800-0859,1100-1159
919520,2019,2,5,20,2019-05-20,472,14747,1,SEA,"Seattle, WA",WA,SAN,"San Diego, CA",CA,1338,1.00,-7.00,-26.00,1604,1300-1359,1600-1659
919521,2019,2,5,20,2019-05-20,481,14679,1,SAN,"San Diego, CA",CA,SEA,"Seattle, WA",WA,0922,1.00,7.00,27.00,1242,0900-0959,1200-1259
919522,2019,2,5,20,2019-05-20,499,14679,1,SAN,"San Diego, CA",CA,SEA,"Seattle, WA",WA,0611,1.00,-4.00,14.00,0929,0600-0659,0900-0959
919523,2019,2,5,20,2019-05-20,571,14679,1,SAN,"San Diego, CA",CA,PDX,"Portland, OR",OR,1547,1.00,-3.00,28.00,1853,1500-1559,1800-1859
919524,2019,2,5,20,2019-05-20,572,14057,1,PDX,"Portland, OR",OR,SAN,"San Diego, CA",CA,1158,1.00,3.00,-18.00,1402,1100-1159,1400-1459
919525,2019,2,5,20,2019-05-20,599,14679,1,SAN,"San Diego, CA",CA,PDX,"Portland, OR",OR,0732,1.00,32.00,41.00,1016,0700-0759,0900-0959
919526,2019,2,5,20,2019-05-20,602,14679,1,SAN,"San Diego, CA",CA,AUS,"Austin, TX",TX,0914,1.00,-11.00,-23.00,1352,0900-0959,1400-1459
919527,2019,2,5,20,2019-05-20,603,14893,1,SMF,"Sacramento, CA",CA,SAN,"San Diego, CA",CA,2003,1.00,8.00,-1.00,2124,1900-1959,2100-2159
919528,2019,2,5,20,2019-05-20,604,14679,1,SAN,"San Diego, CA",CA,SMF,"Sacramento, CA",CA,1719,1.00,-1.00,10.00,1910,1700-1759,1900-1959
919529,2019,2,5,20,2019-05-20,760,14679,1,SAN,"San Diego, CA",CA,MCO,"Orlando, FL",FL,1010,1.00,25.00,12.00,1747,0900-0959,1700-1759
919530,2019,2,5,20,2019-05-20,769,10721,1,BOS,"Boston, MA",MA,SAN,"San Diego, CA",CA,2001,1.00,31.00,43.00,2338,1900-1959,2200-2259
919531,2019,2,5,20,2019-05-20,772,14679,1,SAN,"San Diego, CA",CA,EWR,"Newark, NJ",NJ,0630,1.00,0.00,-14.00,1436,0600-0659,1400-1459
919532,2019,2,5,20,2019-05-20,773,11618,1,EWR,"Newark, NJ",NJ,SAN,"San Diego, CA",CA,1630,1.00,0.00,23.00,2003,1600-1659,1900-1959
919533,2019,2,5,20,2019-05-20,798,14679,1,SAN,"San Diego, CA",CA,BOS,"Boston, MA",MA,0935,1.00,0.00,44.00,1904,0900-0959,1800-1859
919534,2019,2,5,20,2019-05-20,825,14679,1,SAN,"San Diego, CA",CA,SJC,"San Jose, CA",CA,0607,1.00,-8.00,12.00,0757,0600-0659,0700-0759
919535,2019,2,5,20,2019-05-20,826,14831,1,SJC,"San Jose, CA",CA,SAN,"San Diego, CA",CA,1232,1.00,-8.00,-18.00,1347,1200-1259,1400-1459
919536,2019,2,5,20,2019-05-20,829,14679,1,SAN,"San Diego, CA",CA,OGG,"Kahului, HI",HI,0655,1.00,0.00,-12.00,0948,0600-0659,1000-1059
919537,2019,2,5,20,2019-05-20,854,13830,1,OGG,"Kahului, HI",HI,SAN,"San Diego, CA",CA,1449,1.00,4.00,-4.00,2301,1400-1459,2300-2359
919538,2019,2,5,20,2019-05-20,858,12982,1,LIH,"Lihue, HI",HI,SAN,"San Diego, CA",CA,1157,1.00,-13.00,-33.00,2012,1200-1259,2000-2059
919539,2019,2,5,20,2019-05-20,881,14679,1,SAN,"San Diego, CA",CA,SJC,"San Jose, CA",CA,,1.00,,,,1000-1059,1200-1259
919540,2019,2,5,20,2019-05-20,882,14831,1,SJC,"San Jose, CA",CA,SAN,"San Diego, CA",CA,2055,1.00,0.00,-12.00,2208,2000-2059,2200-2259
919541,2019,2,5,20,2019-05-20,892,12173,1,HNL,"Honolulu, HI",HI,SAN,"San Diego, CA",CA,1304,1.00,9.00,5.00,2140,1200-1259,2100-2159
919542,2019,2,5,20,2019-05-20,895,14679,1,SAN,"San Diego, CA",CA,HNL,"Honolulu, HI",HI,1136,1.00,56.00,68.00,1503,1000-1059,1300-1359
919543,2019,2,5,20,2019-05-20,914,14747,1,SEA,"Seattle, WA",WA,SAN,"San Diego, CA",CA,1200,1.00,0.00,-16.00,1429,1200-1259,1400-1459
919544,2019,2,5,20,2019-05-20,1104,14831,1,SJC,"San Jose, CA",CA,SAN,"San Diego, CA",CA,0813,1.00,-7.00,-17.00,0928,0800-0859,0900-0959
919545,2019,2,5,20,2019-05-20,1105,14679,1,SAN,"San Diego, CA",CA,SJC,"San Jose, CA",CA,2038,1.00,-2.00,3.00,2213,2000-2059,2200-2259
919546,2019,2,5,20,2019-05-20,1137,14679,1,SAN,"San Diego, CA",CA,SEA,"Seattle, WA",WA,1337,1.00,-3.00,17.00,1657,1300-1359,1600-1659
919547,2019,2,5,20,2019-05-20,1139,14679,1,SAN,"San Diego, CA",CA,SEA,"Seattle, WA",WA,2119,1.00,114.00,125.00,0030,1900-1959,2200-2259
919548,2019,2,5,20,2019-05-20,1142,13487,1,MSP,"Minneapolis, MN",MN,SAN,"San Diego, CA",CA,1722,1.00,-13.00,-28.00,1917,1700-1759,1900-1959
919549,2019,2,5,20,2019-05-20,1143,14679,1,SAN,"San Diego, CA",CA,MSP,"Minneapolis, MN",MN,1048,1.00,-7.00,-9.00,1636,1000-1059,1600-1659
919550,2019,2,5,20,2019-05-20,1174,14747,1,SEA,"Seattle, WA",WA,SAN,"San Diego, CA",CA,1800,1.00,140.00,123.00,2028,1500-1559,1800-1859
919551,2019,2,5,20,2019-05-20,1176,14747,1,SEA,"Seattle, WA",WA,SAN,"San Diego, CA",CA,0957,1.00,-8.00,-28.00,1222,1000-1059,1200-1259
919552,2019,2,5,20,2019-05-20,1266,14747,1,SEA,"Seattle, WA",WA,SAN,"San Diego, CA",CA,0750,1.00,0.00,-9.00,1026,0700-0759,1000-1059
919553,2019,2,5,20,2019-05-20,1278,14057,1,PDX,"Portland, OR",OR,SAN,"San Diego, CA",CA,0731,1.00,-9.00,-11.00,0954,0700-0759,1000-1059
919554,2019,2,5,20,2019-05-20,1415,14679,1,SAN,"San Diego, CA",CA,SEA,"Seattle, WA",WA,1134,1.00,-1.00,32.00,1507,1100-1159,1400-1459
919555,2019,2,5,20,2019-05-20,1603,14679,1,SAN,"San Diego, CA",CA,PDX,"Portland, OR",OR,1807,1.00,-3.00,12.00,2057,1800-1859,2000-2059
919556,2019,2,5,20,2019-05-20,1950,14771,1,SFO,"San Francisco, CA",CA,SAN,"San Diego, CA",CA,0554,1.00,-6.00,-27.00,0708,0600-0659,0700-0759
919557,2019,2,5,20,2019-05-20,1951,14679,1,SAN,"San Diego, CA",CA,SFO,"San Francisco, CA",CA,0628,1.00,-7.00,5.00,0820,0600-0659,0800-0859
919558,2019,2,5,20,2019-05-20,1952,14771,1,SFO,"San Francisco, CA",CA,SAN,"San Diego, CA",CA,0838,1.00,-7.00,20.00,1040,0800-0859,1000-1059
919559,2019,2,5,20,2019-05-20,1953,14679,1,SAN,"San Diego, CA",CA,SFO,"San Francisco, CA",CA,1012,1.00,72.00,101.00,1221,0900-0959,1000-1059
919560,2019,2,5,20,2019-05-20,1954,14771,1,SFO,"San Francisco, CA",CA,SAN,"San Diego, CA",CA,1301,1.00,81.00,64.00,1419,1100-1159,1300-1359
919561,2019,2,5,20,2019-05-20,1957,14679,1,SAN,"San Diego, CA",CA,SFO,"San Francisco, CA",CA,1215,1.00,45.00,59.00,1409,1100-1159,1300-1359
919562,2019,2,5,20,2019-05-20,1958,14771,1,SFO,"San Francisco, CA",CA,SAN,"San Diego, CA",CA,1500,1.00,0.00,-17.00,1618,1500-1559,1600-1659
919563,2019,2,5,20,2019-05-20,1959,14679,1,SAN,"San Diego, CA",CA,SFO,"San Francisco, CA",CA,1501,1.00,56.00,56.00,1636,1400-1459,1500-1559
919564,2019,2,5,20,2019-05-20,1962,14771,1,SFO,"San Francisco, CA",CA,SAN,"San Diego, CA",CA,1824,1.00,-6.00,-11.00,1954,1800-1859,2000-2059
919565,2019,2,5,20,2019-05-20,1963,14679,1,SAN,"San Diego, CA",CA,SFO,"San Francisco, CA",CA,1729,1.00,-11.00,-4.00,1911,1700-1759,1900-1959
919566,2019,2,5,20,2019-05-20,1964,14771,1,SFO,"San Francisco, CA",CA,SAN,"San Diego, CA",CA,2149,1.00,9.00,2.00,2317,2100-2159,2300-2359
919567,2019,2,5,20,2019-05-20,1969,14679,1,SAN,"San Diego, CA",CA,SFO,"San Francisco, CA",CA,2047,1.00,-3.00,-1.00,2224,2000-2059,2200-2259
919568,2019,2,5,21,2019-05-21,142,14747,2,SEA,"Seattle, WA",WA,SAN,"San Diego, CA",CA,1951,1.00,-14.00,-29.00,2221,2000-2059,2200-2259
919569,2019,2,5,21,2019-05-21,185,14679,2,SAN,"San Diego, CA",CA,KOA,"Kona, HI",HI,0738,1.00,8.00,-7.00,1033,0700-0759,1000-1059
919570,2019,2,5,21,2019-05-21,196,12758,2,KOA,"Kona, HI",HI,SAN,"San Diego, CA",CA,1458,1.00,-7.00,-21.00,2308,1500-1559,2300-2359
919571,2019,2,5,21,2019-05-21,325,10423,2,AUS,"Austin, TX",TX,SAN,"San Diego, CA",CA,1508,1.00,-7.00,-7.00,1613,1500-1559,1600-1659
919572,2019,2,5,21,2019-05-21,338,14057,2,PDX,"Portland, OR",OR,SAN,"San Diego, CA",CA,1830,1.00,-10.00,-26.00,2039,1800-1859,2100-2159
919573,2019,2,5,21,2019-05-21,377,10821,2,BWI,"Baltimore, MD",MD,SAN,"San Diego, CA",CA,0703,1.00,48.00,39.00,0924,0600-0659,0800-0859
919574,2019,2,5,21,2019-05-21,380,14747,2,SEA,"Seattle, WA",WA,SAN,"San Diego, CA",CA,0559,1.00,-1.00,-19.00,0826,0600-0659,0800-0859
919575,2019,2,5,21,2019-05-21,436,14747,2,SEA,"Seattle, WA",WA,SAN,"San Diego, CA",CA,1846,1.00,-4.00,-9.00,2126,1800-1859,2100-2159
